ID,latitude,longitude,NAME,Review_num,Rating,Categories,Price
qCJ2LFfNbXYBIcjXNva1cA,34.05609,-118.27658,Langer's Delicatessen,4523,4.4,"Delis, Sandwiches",$$
2XiO4xWGuSl5Bz1LQMQHQw,34.097813,-118.318449,The Sisters Cafe Vietnamese Asian Fusions,446,4.6,"Vietnamese, Asian Fusion",$$
h9PSJ18gQ4kos8A0XAGlng,34.0839249,-118.3630799,Carlitos Gardel Argentine Steakhouse,1284,4.4,"Argentine, Steakhouses",$$$$
cAwkHVjhAJpsZOayXgUIHw,34.05744023,-118.3451571,Three Borders Brunch & Grill,701,4.8,"Breakfast & Brunch, New American, Latin American",$$
ZsSTsfkc9Zn62j6YPR6-rQ,34.089116,-118.361106,Flipper's,109,4.1,"Pancakes, Cocktail Bars, Coffee & Tea",$$
SjLsV7OlhmNzt4h68QW20g,34.09851635,-118.3453012,Egg Tuck,633,4.5,"Breakfast & Brunch, Coffee & Tea, Sandwiches",$$
VlecKklFAtY0auODaqQ3iQ,34.0170639,-118.2824448,Little Pan - Los Angeles,88,4.5,Dim Sum,$$
qeVao2v6sl3ZWZvHv3Fujw,34.10554106,-118.324965,For The Win,978,4.5,"Burgers, Sandwiches",$$
D68cNJlgMqDxX0xhkKuHXQ,34.02984483,-118.3841697,Lustig,43,4.3,"Austrian, Wine Bars, Whiskey Bars",
FSJrDmvmVUyyYDUR_atwsw,34.087078,-118.291398,Bridgetown Roti,97,4.4,"Caribbean, Comfort Food",
jVYU9iXvBMiC2A4H12Azfg,34.073416,-118.3819248,AOC,2549,3.9,"Cocktail Bars, New American, Tapas/Small Plates",$$$
TfJohKDyj1oLIULSyi00WQ,34.03231,-118.36092,Vicky's All Day,237,4.4,"Breakfast & Brunch, New American, Pizza",$$
ir1MtFyVFIxfMbDxXZ2WJA,34.07215271,-118.3437095,ZOZO at Maison Midi,21,4.7,"Cocktail Bars, Latin American, Wine Bars",
BMY_rFju6Lyg0g8Mj6atpQ,34.1199814,-118.32127,Beachwood Cafe,828,4.1,"New American, Breakfast & Brunch",$$
YBd9QqbFIWcDrHGB6qR_mw,34.04075,-118.26766,La Lo La Rooftop,87,3.5,"Tapas Bars, Tapas/Small Plates, Cocktail Bars",$$$
TWHGJkTAbF22hvXeReQp9w,34.06013289,-118.2910148,Kobawoo House,1494,4.3,"Korean, Soup, Seafood",$$
KDcTFp2P40ycRj12GKKcXg,34.0691249,-118.3072344,Rich Crab,194,4.4,"Korean, Seafood, Soup",$$$
dq2iOFVVdwYFzQJ629ICjg,34.04501146,-118.2649805,Sol Agave,705,4.3,New Mexican Cuisine,$$
90itAXJJDUg1nvaZ-WWtEA,34.092576,-118.379496,Saltie Girl,280,4,"Seafood, Cocktail Bars, Tapas/Small Plates",
279Moi0HR4_n3KBFENPjhw,34.08515,-118.37675,Di Di,212,3.6,Vietnamese,
OSYoTFAfq9_wFyDH_qUsTA,34.097727,-118.362275,The Griddle Cafe,6729,4.1,"Breakfast & Brunch, Coffee & Tea, Cocktail Bars",$$
NgQJZd8PSiFSPC0d90Cf7g,34.09037398,-118.3895846,Ardor,310,4.1,New American,$$$
UdpE_5k2c3zsGBFdcAjMGA,34.10200275,-118.3055049,Ruen Pair,2086,4,Thai,$$
CbW8U0QAwh5XRkaLt0xNZA,34.077585,-118.259599,Masa of Echo Park,4721,4.2,Pizza,$$
JRb7dujShIS-raj42T6-iw,34.09747,-118.28574,Mokupuni,1,5,"Hawaiian, Food Stands",
f_o-OpsOsLJgAKDMu2FmTA,34.08113,-118.38464,Drake's Hollywood,181,3.8,"Steakhouses, Pizza, Lounges",$$$
YoQn8MtOimQbqi839TmeZw,34.08319,-118.33881,Osteria Mozza,3323,3.9,"Italian, Wine Bars",$$$$
HCvxj0ONPGkzSi_FTS_Aug,34.03217,-118.35465,Chulita,38,4.4,"Mexican, Breakfast & Brunch, Cocktail Bars",
7JqbWRzd6z7EG8c4csI8cA,34.05738271,-118.3075563,Halgatteok,98,4,"Korean, Soup",$$
83oQyBcqUqSS0H5tF_KlTg,34.10239346,-118.3400505,JAPAN HOUSE Los Angeles,83,4.5,"Cultural Center, Art Museums, Pop-Up Restaurants",
JYGPEUZy4k5ObXGIjcD3DA,34.06383295,-118.3061257,Hae Jang Chon,5762,4.1,"Korean, Barbeque, Buffets",$$$
3C2wUqSkpY4-N0O5ArVjwQ,34.06404114,-118.288063,Yuk Dae Jang,768,4.4,"Korean, Comfort Food, Soup",$$
m_Mb47u9F_G8NR0Fmg6GRg,34.02513901,-118.2845999,CAVA,420,3.8,"Mediterranean, Salad",$$
U87EaXDc2rl1Ix5K8ijWug,34.07476,-118.30934,Jeonju Hyundaiok,112,4.5,Korean,$$
r6-usl4pPnuj9mlP-nEr_g,34.06918204,-118.3015013,Jinsol Gukbap La,561,4.5,"Korean, Soup, Barbeque",$$
0vRsHjV66oUDcszA8EWq0w,34.0833651,-118.3242882,Kali Restaurant,771,4.3,New American,$$$$
XrPVlXXa4cHLm7qKWFkfCg,34.051909,-118.3843212,A Food Affair,1564,4.5,French,$$$
PXYKRPkEcf4Mczfp_AfP0w,34.07352367,-118.2142019,Corn Man,1084,4.7,"Food Stands, Mexican",$
6RptZH8sx1vnQ_io_HrmeA,34.09476619,-118.3736147,Merois,266,4.2,"French, Japanese, Asian Fusion",$$$$
hOHWu75whwn2hSc2HvRc6w,34.08699304,-118.2757153,Night + Market Song,1287,3.8,"Thai, Wine Bars",$$
sfGM1J-gEWaS1QUTJ_4BzQ,34.10154753,-118.3131838,Bolt,543,4.3,"Coffee & Tea, Breakfast & Brunch, Burgers",$$
Dnn4_XmzQxOFNpnqh7KyWg,34.0637349,-118.2943728,Seong Buk Dong,1308,4.1,Korean,$$
JV-Q2G83MyhvnzurmR3mwQ,34.08436,-118.38545,Stache - West Hollywood,111,4.4,"New American, Cocktail Bars",$$
hIGEvpwFSaHUmyjf8O-TzQ,34.101624,-118.307997,Heng Heng Chicken Rice,166,4.5,"Chicken Shop, Thai, Smokehouse",$$
JFA49Hzbgw0E5FdQ3UFOew,34.06432628,-118.3086003,Love Hour,75,4.7,"Burgers, Food Stands, Bars",$$
Rd_IrRGjqsxsvaXoaTqcVw,34.09998926,-118.329377,Saint Felix,891,3.8,"New American, Cocktail Bars",$$
XY08Qkar-mZOL-5_lYBjFQ,34.10190924,-118.3103988,Sweet Jollof,9,4.3,"African, Food Delivery Services",
yUCA2hw9zve3hJAzLp1rHQ,34.071731,-118.401508,Funke,244,4,"Italian, Bars",$$$$
3_K8UCyMkLiDH4SwaLPylQ,34.0632138,-118.3759254,Blasteran,642,4.7,"New American, Breakfast & Brunch, Indonesian",$$$
eUkd8atkJe4fkKGcD5QZ1A,34.04780883,-118.2587074,HATCH,928,4.2,"Japanese, Bars, Tapas/Small Plates",$$
6b1Kud4nDwsqw1kILxI9ZQ,34.09779,-118.3183,ixlb DimSum Eats- Hollywood ,993,4.4,"Dim Sum, Hong Kong Style Cafe",$$
pClhVhnEoq1jhT9qKVQNlg,34.03495,-118.28434,Tacos La Patrona,3,5,Tacos,
BZcPwijPRqY7tynRzt2UTA,34.07381349,-118.3774918,Eggslut,516,3.7,"Breakfast & Brunch, Sandwiches",$$
INEbr7OmgiqlMWq5Cta8WA,34.06334334,-118.3039401,Ahgassi Gopchang,2360,4.3,"Korean, Barbeque",$$$
JxSNu4tMyiRe6WK7YW9GAg,34.03266,-118.35751,MIAN | 滋味小面,438,4.1,"Chinese, Noodles",$$
pAWfcO6e2ae2pIkJXWO-yA,34.09856606,-118.3221971,Roscoe's House of Chicken & Waffles - Hollywood,4511,3.8,"Soul Food, Waffles, Chicken Wings",$$
Cln5nzmk0idvBbcXorWboQ,34.09821527,-118.3330906,Iki Ramen,167,4.8,"Ramen, Sushi Bars",
QRp8xguSU7XeXH72LDnRFw,34.05271,-118.37648,Versailles,1656,3.9,"Cuban, Sandwiches, Caribbean",$$
NxcF38OxJN9Iq6g6xoOAnQ,34.0637,-118.30822,Here's Looking At You,600,4,"New American, Cocktail Bars",$$$
DtfL4UVcrl25HbE4AsKMng,34.0551603,-118.3083861,Chung Choon Kitchen,5,4.2,"Italian, Korean",
Nb6Qle4iE3eQsUe_rAR6EQ,34.06153,-118.31303,Assa Dakbal,31,5,"Korean, Bars",
us0WnDOySVXXXwCqs0AaCw,34.083336,-118.273231,Izakaya Osen - Los Angeles,1865,4.3,"Sushi Bars, Izakaya, Seafood",$$$
5LU6aNLDG10imXu3btmlcw,34.08227838,-118.309317,Annie's Soul Delicious,775,4.2,"Soul Food, Southern",$$
G_V5eJFfYlTEERyIPR-8MQ,34.054358,-118.251339,Otium,2528,4,New American,$$$
eoOJbi94rj9277dG7WIv0A,34.1030834,-118.2871882,Home Restaurant - Los Feliz,3872,4.1,"Breakfast & Brunch, Coffee & Tea, New American",$$
MVb6FXT4c2onkGKFyBBCkg,34.090946,-118.370144,Arden Restaurant,342,3.7,"Cocktail Bars, Cafes",$$$
zGE2iCUc3r-UmhVFyyd88w,34.08404,-118.28701,Voodoo Vin,39,4.3,"Wine Bars, Persian/Iranian, Comfort Food",
S3CWNRdNqsIe62yvCEPfdw,34.102806,-118.309047,Cara Restaurant,545,3.9,New American,$$$
UTBAwLDlZVFNHz44e0DLRg,34.07657,-118.31101,Antico Nuovo,263,4,Italian,$$$
cD57FLQ-v-brcFOLZ0X0cQ,34.0957147,-118.2926398,LA Rose Cafe,1219,4.2,Filipino,$$
fDYbMJqg7WZ4wek2QN3t1w,34.08093,-118.36162,ADKT LA,91,4,"French, Asian Fusion",$$$$
rdAPZ90nOQE9hmepb871uQ,34.07721885,-118.3810829,Amour,74,4.3,"French, Cocktail Bars, Tapas/Small Plates",
TsVu9GJQwuFBZVP_sg2k7A,34.06402022,-118.2976871,Quarters Korean BBQ,3742,4.1,"Korean, Barbeque, Tapas Bars",$$$
Ano2tuyUPKS6iEWwmesisA,34.06189,-118.36137,Meyers Manx Cafe,121,4.6,"New American, Coffee & Tea, Breakfast & Brunch",$$
0cT3NCSOMeYolQqPc1eJcA,34.06675028,-118.2490526,Tal's Off Sunset,281,4.4,"New American, Cocktail Bars, Seafood",$$$
pAzK1QMM0SOnNZAvl1epzg,34.1018751,-118.3102082,Levant Mediterranean Restaurant & Catering,126,4.4,"Mediterranean, Caterers",$$
7mDnGste6X27GytIvnOkog,34.05004269,-118.2604075,Niku X,369,4.3,"Japanese, Steakhouses, Bars",$$$$
EWbbiUBkGzCYrEoOF05HzA,34.08079511,-118.386972,Gracias Madre - West Hollywood,5110,4,"Mexican, Vegan, Breakfast & Brunch",$$
KAG0aFy962JY38UeWI8pWQ,34.04665,-118.25616,H&H Brazilian Steakhouse Downtown LA,1052,4.4,"Brazilian, Venues & Event Spaces, Halal",
kgA43j16Mh-UEAEP8Y_tTw,34.0580878,-118.2937735,Rice Chicken,103,4.8,Chicken Shop,$$
FPBsEp6Ecp_JE7KD5NsDeA,34.11055,-118.28726,Cafe Los Feliz,1473,4.2,"Coffee & Tea, Sandwiches, Breakfast & Brunch",$$
E4W2T89vm4hmBwk39EoUuw,34.08363329,-118.3446621,Tatsu Ramen,4179,4,Ramen,$$
Gm0rzA9EQD4GgSP9TimLPQ,34.071839,-118.388383,Il Cielo,1681,4,"Italian, Venues & Event Spaces, Lounges",$$$
J7XaREYBkIiRlK2rnHNDXQ,34.0460329,-118.2355267,Prince Street Pizza,879,4.3,Pizza,
sw6oI8DqMt1tAhE-1aecdQ,34.10195,-118.3085,Kingdom Dim Sum,117,4.3,"Dim Sum, Cantonese, Hong Kong Style Cafe",$$
SRbi5518kE2bAmWndx90BA,34.11264469,-118.3383541,The Wine Bar,77,4.3,"Wine Bars, New American, Venues & Event Spaces",$$
pZc2xT8wE0MR9xuhDuNuPg,34.057521,-118.305825,Borit Gogae,212,4.3,Korean,
tW4eYiMzeWtcJS7kLHL54g,34.0721669,-118.360551,Pampas Grill,1377,4.1,Brazilian,$$
CXd07gyC_vGU0qh02UwBHA,34.08140117,-118.3867275,Ladyhawk,88,4.2,"Bars, Mediterranean",
b4SH4SbQUJfXxh6hNkF0wg,34.05074088,-118.2485842,Eggslut,6414,4.1,"Breakfast & Brunch, Sandwiches",$$
I6f8CpgqlaqWL6ThaPTd2A,34.10138,-118.33672,Mr. Tempo Cantina,314,3.7,"Mexican, Cocktail Bars, Breakfast & Brunch",
X9KlLFQGSgC0A-q-p1Hu6Q,34.061302,-118.299755,Egg Tuck,1011,4.3,"Breakfast & Brunch, Coffee & Tea, Sandwiches",$$
I-LjH718g4s4NYFQr1VKBQ,34.105491,-118.318344,La Poubelle Bistro,596,3.4,"French, Brasseries, Cocktail Bars",$$$$
nqYbRGPmYA0X_sjSBtXpgw,34.102633,-118.292253,Sidewalk Grill,1207,4.3,"Mediterranean, Wraps, Kebab",$$
JZ7Co0icWfR_g6wZ454j8w,34.11115,-118.28727,Seabirds Kitchen - Los Feliz,205,4.7,"Vegan, Gluten-Free, Tapas/Small Plates",$$
eM9i1sVyWX44A7Vns8362w,34.07836,-118.37619,Kochi,341,4.4,"Japanese, Noodles, Soup",$$
jATNfIC4EfHgN0GQEc7c2A,34.092437,-118.338266,Sumac Mediterranean Cuisine,249,4.4,"Mediterranean, Wraps, Salad",$$
2BqQ9XjVBQVfMwQPQrmteg,34.051114,-118.277968,Yongdudong Dokkaebi,18,4.8,"Korean, Seafood",
f7CNAoEfYBuqaV7HsWcEjg,34.051369,-118.344813,Spicy Sugar Thai - MidCity,113,4.7,"Thai, Vegan, Vegetarian",$$
WwC3_ApPhjTbv2YT5pH2oA,34.07364241,-118.3767745,Yardbird,1544,4.2,"Southern, New American, Cocktail Bars",$$$
UZYUb8E_FKloJW1akvTpqg,34.083469,-118.3510004,Melrose Station,135,4,"Speakeasies, Cocktail Bars, Tapas/Small Plates",$$
aOvUcX4sZEm8BYDkp_561w,34.098417,-118.310742,Chris N�?Eddy’s,486,4.5,Burgers,$$
OV0dGThU7E0ZevFSuSbqZQ,34.06874,-118.26383,Sisig,130,4.4,"Filipino, Barbeque",$$
B1mGBAiuDg7ZH71O0ba6ZQ,34.06312,-118.36526,Alchemist Restaurant,135,4.3,"Mediterranean, Breakfast & Brunch, Coffee & Tea",
sgqhqcRGuioPSNCVKA-PZg,34.0741838,-118.2793993,Woon,435,4.3,"Chinese, Asian Fusion",$$
sZg2ou5I4lsaGwlpEGoiVA,34.080997,-118.387258,Great White Melrose,194,4.1,"Salad, Breakfast & Brunch, Tacos",
zescAlXv7_bcqcxi38ZeHw,34.08370923,-118.3094905,Kuya Lord,248,4.3,"Barbeque, Filipino, Noodles",$$
WkM87Xr2NIECZU_KXKCm8Q,34.08056,-118.38652,Craig's,1284,3.9,"New American, Cocktail Bars, Steakhouses",$$$
30jrTz8vh1xSXdtXMvt-mA,34.0498186,-118.3596124,My Two Cents,940,4.5,"Southern, Seafood, Soul Food",$$
DNYoYoaDFxOMc_siRy3W0Q,34.09641,-118.31076,Phenakite,22,4.4,Diners,$$$$
Lqmd-E8G7qOlrki2V_QyIw,34.09846,-118.32197,Sunset Rooftop,214,3.7,"Hookah Bars, Cocktail Bars, Mediterranean",$$
Lop79P2KM9zFUCCaBYz6zA,34.0906351,-118.307928,Tlayuda L.A. Restaurant,885,4.6,Mexican,$$
z_ampU6A19D9ujGQs-X8aQ,34.1012578,-118.341766,The Lobby,6,4.2,"Lounges, New American",
Fb3WueRF1ekhs72psinq5w,34.0833651,-118.3262166,Mario's Peruvian & Seafood,2651,4,"Seafood, Peruvian",$$
HBjWB06zDqg17sqLmErGsg,34.08968353,-118.2950287,SharksTeeth,50,4.7,"New American, Seafood, Supper Clubs",$$$$
uteG6HIb4an-y5fFCXWo7w,34.08366,-118.34327,Anarkali Indian Restaurant,4478,4.4,Indian,$$
8vVy0AFOkusY8sKMT_KP9w,34.08394517,-118.363314,Chicago Stuffed Pizza,356,4.6,Pizza,$$
VndWkH3-0P1c23BZiuuAbg,34.039352,-118.258888,Cara Cara,604,3.9,"New American, Cocktail Bars",
1Q7l7FJaOGbjZPS5QLfnEA,34.07633,-118.34532,Amarone Kitchen and Bar,57,4.8,Italian,
ZRTzxkpr5hJGR023LtCZ3Q,33.9747532,-118.3573121,Two Hommés,236,4.7,"African, New American, Soul Food",$$
tqjJYK3KyBjHRDsMT9kCpw,34.101511,-118.2930631,Oi Asian Fusion,661,4.6,"Filipino, Asian Fusion, Burgers",$$
GPGSBlT_Qivav8vH_d2yOg,34.05901798,-118.4188692,Din Tai Fung,2759,4.2,"Taiwanese, Desserts, Noodles",$$
1XR2J2k4xWW72I_y-aQTRQ,34.09505,-118.37209,Terrace Restaurant,3,3.3,Restaurants,
H-59njjlarE5GFpR5NdyGg,34.033941,-118.229608,Yangban,346,3.8,"Korean, New American",$$
_OPkAM3mfW1ZTvyIaZLYxg,34.02461602,-118.3942209,Piccalilli,379,4.4,"Asian Fusion, New American, Cocktail Bars",$$
W-9NXJW2n_ASzmyPOEEGFg,33.97465398,-118.4298297,"Mom, Please Ukrainian Food",197,4.7,"Pizza, Ukrainian, Breakfast & Brunch",$$
wyeBlcQlwBb8K3L8dJ3ZnA,34.09928,-118.32357,Reunion Hollywood,3,5,"Bars, Italian",
jpMKMKAo5SwqSV1N1wh9Ww,34.04024,-118.32797,Spaccio Salumeria by Truffle Brothers,135,4.8,"Specialty Food, Italian",$$
GMyarj6vbMqr-sS2UG4KVw,34.045191,-118.249529,WAKE AND LATE,1393,4.3,"Coffee & Tea, Breakfast & Brunch, New American",$$
gKixYY0E8s3G24rRm1V9Uw,34.08365,-118.36293,Blue Daisy Melrose,112,4.3,"Breakfast & Brunch, New American, Creperies",$$
w5ox8cJYHzy7hDedGchk1w,34.05470246,-118.2913284,Kteam BBQ,10,5,Korean,
oZn4oaOKOI-HcUGecfG4Vw,34.0688094,-118.3988906,Mastro's Steakhouse,5030,4.2,"Steakhouses, Lounges",$$$$
e8yeADAtTGRyzkOLG5iKSg,34.060099,-118.238083,Little Jewel of New Orleans,1994,4.1,"Delis, Grocery, Cajun/Creole",$$
ayObtPXjSe0gALk8HVAxKg,34.09108,-118.28308,Bowery Bungalow,604,4.4,"Middle Eastern, Mediterranean",$$
YcTr0RDHTR1uLjfwL5mEkw,34.07799,-118.25937,Sticky Rice Echo Park,440,3.6,"Thai, Bars",$$
li-7BWzzZl9UtkqR7vvVlQ,34.0634026,-118.3612667,Fanny's,242,3.9,"Cocktail Bars, Coffee & Tea, American",$$
ewBzn3KF9B7Iw2sYirNM7A,34.04796665,-118.3467199,Island Boy Cafe,24,4.5,"Caribbean, Cafes",
3T3hzREOY8W6Vz04MfU_gw,34.071226,-118.400288,Nua,178,4.5,"Middle Eastern, Mediterranean, Cocktail Bars",
DYmSjWNUbU5tyo_gQ7PO5g,34.03221,-118.36072,Mizlala West Adams,732,4.4,Falafel,$$
sYXSgqcBUHtcACUkh3JuQA,34.10507,-118.2728548,Ceviche Project,144,4.4,"Latin American, Seafood, Bars",
BEItepse0gBSfkJ4sb_k-g,34.06843994,-118.3094633,Hae Ha Heng Thai Bistro,1586,4.3,Thai,$$
n--nWwEfxuhWUFeQn9DmSA,34.0577647,-118.2483375,Abernethy's,123,3.7,"New American, Cocktail Bars, Soul Food",$$
WBP9xApA-nER3t5fKmm-NQ,34.1073,-118.28726,Nossa Caipirinha Bar,69,4.4,"Brazilian, Cocktail Bars",
jNh8NbmyDg7WrvLe1r8UFg,34.03960308,-118.3395239,N Soto,218,4.4,Japanese,
q8buTNBt3FU9vie0D5OOxA,34.083107,-118.338883,Pizzeria Mozza,4617,4,Pizza,$$
WJmzdY8wZh8bBx5vbE14oQ,34.09571657,-118.2844531,The Kitchen,1550,4.2,"New American, Breakfast & Brunch, American",$$
8MaRuBRfR80wN3civ6PpWQ,34.1088282,-118.2872851,All Time,527,3.9,"Coffee & Tea, Breakfast & Brunch, Cafes",$$
NlT-6hFP0_6hPo36AW2lIA,34.04068055,-118.2500804,Poppy + Rose,3296,4,"Breakfast & Brunch, New American, Comfort Food",$$
DLFXv3FwVjO3CEqwSpgdSw,34.07226634,-118.3573873,Alma Cocina de Mexico,580,3.8,Mexican,
6LbFJlg64bYEovI1ZEVCKA,34.08540707,-118.2870571,KinKan,97,4.4,"Japanese, Thai",$$$$
txR7opRpb_KJxtMIZCuBxA,34.101258,-118.295691,Calif Chicken Cafe,20,3.8,"Salad, Wraps, American",
w5EOeYOoxmbYWJ1sUVD94w,34.06143,-118.35405,Comfort Kitchen,35,4.6,"Farmers Market, Comfort Food",$$
_Lk0dfzdBAP2rE7SpvC9nQ,34.11238489,-118.3385325,The Backyard,35,3.6,"Belgian, Pizza",$$
wB9bJyxmmGRzNC-7LL9GmQ,34.0573502,-118.2481613,Founder's Room,1,5,American,
mcHP3IfI1b7bXJZKD6PLHA,34.102039,-118.299858,Angry Chickz,1167,4.7,"Southern, Comfort Food, Chicken Shop",$$
s1df__jNGzwJWT1C3FyzCQ,34.010198,-118.2779186,Jk Fish Market,1,5,Seafood,
uAko6TzMP9GXC9Xa1PPuGA,34.0637,-118.29854,MUN Korean Steakhouse,538,4.4,"Bars, Korean, Steakhouses",$$$
ru7TAEo7lkbxMmkbFRGFMw,34.04767061,-118.3228359,La Cevicheria,1008,4.3,"Seafood, Latin American",$$
phMPgmi6-yh3Qs_PRbTT1g,34.07130692,-118.3620586,Mercado,1363,4.2,"Mexican, Cocktail Bars",$$$
EzTDoLwiqy-cMZbIujA8FQ,34.11092,-118.28721,Little Dom's,1806,3.6,New American,$$
8W9bg0G93FLskZsKxgbutg,34.110622,-118.287668,Encanto Restaurant,193,4,"Mexican, Cocktail Bars, Latin American",
Zy_97O_dqTDQ06PlAkhwoA,34.10113127,-118.2438706,Loreto,130,4,Seafood,
7BZjZLN-YDmFb4Y3N-3aJw,34.0982549,-118.3028954,ShaBuShi,569,4.1,"Japanese, Sushi Bars, Hot Pot",$$
l6eEaR8LMTPjSG4aTpxUxg,34.08251,-118.27324,Bodega Park,249,4.6,"Sandwiches, New American, Cafes",$$
pl5_OLDDXMOdJneeTya48A,34.091112,-118.367826,LOVE,301,4.8,"Vegan, Vegetarian, Thai",$$
McoTPgG-j-K4Ad-K2myQqg,34.070235,-118.351717,ATTITUDE CAFE,311,4.6,"American, Breakfast & Brunch, Cocktail Bars",$$
lq1MXuvw45E9SfpQL-LMgw,34.09365877,-118.3772205,Tesse Restaurant,684,4,"French, Breakfast & Brunch, Cocktail Bars",$$$
9aj46PXO-qVVNfifEFK6Dw,34.067758,-118.398921,Dante Beverly Hills,123,4.1,"Cocktail Bars, Italian, Pizza",$$$
k7uDQ8CqreIA-Ez2v62-aQ,34.06193,-118.3107,Star Night,370,4.2,"Karaoke, Bars, Gastropubs",$$
T-9I7nKH2rBbNpq9uPwT8w,34.077355,-118.256758,The Lonely Oyster,245,4.2,"Cocktail Bars, Live/Raw Food, Seafood",$$$
yQVPKXmDIUb6yH3MM8Q3nQ,34.04681,-118.26348,Strada Eateria & Bar,685,4.7,"Tapas/Small Plates, Bars, New American",$$$
nlXMXx2MEiNKRrQBWWewHQ,34.05007,-118.24021,KAMINARI Gyoza Bar,135,4.7,Japanese,$$
Hd6wCJbQz81UdD_EyOumPA,34.1464566,-118.2533512,Raffi's Place,6484,4.4,"Middle Eastern, Persian/Iranian, Armenian",$$
Xly2BWefsdcsN-8bbEcFQw,34.078148,-118.383683,Sal’s Place,15,5,"Italian, Pop-Up Restaurants",
09yem3Q4MAu8GbqMYACw_A,34.11604,-118.23591,Dunsmoor,276,4.4,American,$$$
CxdwVFNvzICpngoSj1mQpQ,34.100839,-118.3269,Float Hollywood,38,4.8,"Coffee & Tea, Desserts, Breakfast & Brunch",
6IJQg_88VaB30Bl-DbbTEQ,34.08347702,-118.3664856,Mauro Cafe,271,4.2,"Italian, Bars, Juice Bars & Smoothies",$$
fETqhZO6YjM1VTWCJpT8VA,34.0763248,-118.2567306,Lowboy,393,4,"Cocktail Bars, Burgers",$$
WXikaEhId91eh1EAo45Ddg,34.0666,-118.3087,TehranRo Grill,253,4.8,"Mediterranean, Persian/Iranian, Halal",$$
h3KzTYozazMtdhS8C1qBXg,34.07998,-118.25979,The Semi-Tropic,514,4.5,"Cocktail Bars, Salad, Sandwiches",$$
a6KnMTlYmsbW3LLS71ZYdA,34.06663481,-118.405221,Steak 48,543,4.4,"Steakhouses, Bars, Seafood",$$$$
xKNt9px8lSXTAUQDLwUfHw,34.04621925,-118.2172026,Pink & Boujee,169,4.3,"Tacos, Breakfast & Brunch, Cafes",$$
-9NXuo0g_NwOPfnKX3Vr_g,34.03528194,-118.2530662,DAMA,1216,4.4,"Latin American, Cocktail Bars, Wine Bars",$$$
PlQjtbZKOw7exAUfrswhNQ,34.06696,-118.30871,The Kimbap,830,4.4,Korean,$
qrjj7XeIx2XoFOomNVuT5w,34.0813832,-118.3835378,Catch LA,3821,3.5,"Sushi Bars, Seafood, Breakfast & Brunch",$$$
8TUWLXWgswfRfMBymL0WRg,34.0728,-118.37363,COD Restaurant,949,4.1,"Seafood, Chinese, Sushi Bars",$$$
a06PI6D0bF9agRDaOzafpw,34.06796,-118.3766,Kazan,372,4.1,"Noodles, Tapas/Small Plates, Ramen",$$$
LxCr7b3sOLnfDvpfZS7daQ,34.06229347,-118.2975159,Seoul Night by Chef Kang,99,4.3,"Gastropubs, Korean",
37gMBHZA9OVE_tckoSRC4Q,34.0296223,-118.2618698,Lindo Oaxaca,104,4.4,Mexican,$$
MT5NGtMpYjI-s4l8JqtJWw,34.04079,-118.29179,El Pollito Brasa,1,4,Peruvian,
oK3If9fgoMhmmHPpMwqolg,34.07441,-118.30931,W Brazilian Steakhouse,172,4.7,"Brazilian, Steakhouses, Barbeque",$$$
vNRmpcJzqBMK_piXswZZzg,34.07572,-118.25436,Quarter Sheets Pizza Club,266,4.6,"Pizza, Patisserie/Cake Shop",$$
-Z-Je-27YcpaLZTi76wYtg,34.05080769,-118.2786403,Jin Chinese Kitchen,35,4,Chinese,$
LUUZPyjyEPLb6Zdc1zx_aA,34.10092944,-118.3292743,Elbow Room,355,4.6,"Pizza, Sports Bars",$$
rp6ekJSY9iaCnnuPhyWedg,34.02429625,-118.3932909,Yunomi Handroll,92,4.5,"Japanese, Sushi Bars, Seafood",$$
NSo-x-9ieVLtqakrkSGIHg,34.060302,-118.344382,Chicas Tacos,666,3.9,"Mexican, Organic Stores, Vegetarian",$$
WN1DW7Kw4xXY_cJ3u_OG6Q,34.014507,-118.239112,Mi Venezuela,8,5,Venezuelan,
FEoSQJoNaLaDw8-uKnp4sw,34.04788,-118.24722,Suehiro DTLA,80,4.7,"Ramen, Vegan, Japanese Curry",
FvG80RRM9jYBK8T-NL_-sg,34.0951,-118.32645,Papi Tacos & Churros,373,4.4,"Desserts, Tacos, Halal",$$
fHyOrDt7o0OWW7D8kQksSQ,34.07663778,-118.2578257,Little Fish,43,3.6,"Fish & Chips, Seafood, Breakfast & Brunch",
qEldyliWxlU5wGgC3N9hqA,34.06213,-118.32329,Twist Cafe,4,2.5,"Cafes, Breakfast & Brunch",
CQuhF2uwJ0OZpXXoNoxcpQ,34.08363083,-118.3271735,Tacos Guelaguetza,127,4.8,"Tacos, Food Stands",$
CxtA0pFtSBG0ckxaiLMOqw,34.081035,-118.284614,Bé  Ù,237,4.6,"Vietnamese, Comfort Food, Sandwiches",$$
PX8INO1KIEn9kLGKQz8U-w,34.063757,-118.295838,Ham Ji Park,1709,4.2,"Korean, Barbeque",$$$
6iXUCuMp-GVzMcS9vrM5oA,34.06597183,-118.2359037,Steep,162,4.6,"Tea Rooms, Chinese, Cocktail Bars",$$
ifxw-ukCBIpIOXaUqY99SQ,34.05224003,-118.2873901,Red Room,23,4.7,"Wine Bars, Pop-Up Restaurants, Cocktail Bars",
