OID_,GEOID_CT2010,MEAN_ADI_NATRANK,MEDIAN_ADI_NATRANK,MEAN_ADI_STATERNK,MEDIAN_ADI_STATERNK,Shape_Length,Shape_Area,GEOID_CT2010_txt
1924,6037234700.000000000000000,30.500000000000000,32.500000000000000,7.500000000000000,8.000000000000000,0.047497634325417,0.000072402641458,06037234700
1925,6037234800.000000000000000,32.750000000000000,34.000000000000000,7.750000000000000,8.000000000000000,0.032096688707849,0.000063825252040,06037234800
1926,6037234901.000000000000000,27.500000000000000,27.500000000000000,7.000000000000000,7.000000000000000,0.023264522538689,0.000031748570687,06037234901
1927,6037234902.000000000000000,35.666666666666664,27.000000000000000,7.666666666666667,7.000000000000000,0.029948404597368,0.000043681472534,06037234902
1928,6037235100.000000000000000,17.250000000000000,16.500000000000000,5.250000000000000,5.500000000000000,0.056831083701997,0.000115273797611,06037235100
1929,6037235201.000000000000000,29.000000000000000,30.000000000000000,7.333333333333333,7.000000000000000,0.032224547509521,0.000063665548505,06037235201
1930,6037235202.000000000000000,27.000000000000000,28.000000000000000,7.000000000000000,7.000000000000000,0.039219882244888,0.000083072563943,06037235202
1931,6037236000.000000000000000,16.000000000000000,12.500000000000000,4.500000000000000,4.000000000000000,0.094799439327513,0.000392490066595,06037236000
1932,6037236100.000000000000000,28.600000000000001,30.000000000000000,7.200000000000000,7.000000000000000,0.045081562268262,0.000110352206598,06037236100
1933,6037236202.000000000000000,16.666666666666668,17.000000000000000,5.000000000000000,5.000000000000000,0.027770723958842,0.000043137304479,06037236202
1934,6037236203.000000000000000,16.500000000000000,16.500000000000000,5.000000000000000,5.000000000000000,0.033024430701799,0.000033121294986,06037236203
1935,6037236204.000000000000000,16.500000000000000,16.500000000000000,5.000000000000000,5.000000000000000,0.019737249390360,0.000022435364754,06037236204
1936,6037236400.000000000000000,7.333333333333333,6.000000000000000,3.333333333333333,3.000000000000000,0.058898131516646,0.000130821649075,06037236400
1937,6037237101.000000000000000,32.399999999999999,34.000000000000000,7.400000000000000,8.000000000000000,0.031360670731902,0.000061364515400,06037237101
1938,6037237102.000000000000000,33.500000000000000,33.500000000000000,8.000000000000000,8.000000000000000,0.026972000755810,0.000044877733140,06037237102
1939,6037237201.000000000000000,32.333333333333336,34.000000000000000,7.666666666666667,8.000000000000000,0.026608103357027,0.000044237859000,06037237201
1940,6037237202.000000000000000,33.000000000000000,33.000000000000000,7.750000000000000,8.000000000000000,0.044635127875283,0.000108155584557,06037237202
1941,6037237300.000000000000000,38.399999999999999,34.000000000000000,8.400000000000000,8.000000000000000,0.041348765739529,0.000097334690369,06037237300
1942,6037237401.000000000000000,36.666666666666664,37.000000000000000,8.000000000000000,8.000000000000000,0.028457303619979,0.000050351519888,06037237401
1943,6037237402.000000000000000,35.000000000000000,37.000000000000000,7.666666666666667,8.000000000000000,0.028629169821275,0.000050851221145,06037237402
1944,6037237500.000000000000000,31.500000000000000,31.500000000000000,7.500000000000000,7.500000000000000,0.024132252221244,0.000032909562889,06037237500
1945,6037237600.000000000000000,39.500000000000000,41.000000000000000,8.500000000000000,8.500000000000000,0.028168706874470,0.000049145176350,06037237600
1946,6037237710.000000000000000,43.000000000000000,43.000000000000000,8.500000000000000,8.500000000000000,0.029438540926879,0.000042170418095,06037237710
1947,6037237720.000000000000000,30.000000000000000,30.000000000000000,7.500000000000000,7.500000000000000,0.027627452036580,0.000031725443476,06037237720
1948,6037237800.000000000000000,27.500000000000000,27.000000000000000,7.250000000000000,7.000000000000000,0.040457412102258,0.000094896849843,06037237800
1949,6037237900.000000000000000,29.000000000000000,28.000000000000000,7.250000000000000,7.000000000000000,0.040827066714513,0.000095579014076,06037237900
1950,6037238000.000000000000000,24.333333333333332,25.000000000000000,6.666666666666667,7.000000000000000,0.063912280800986,0.000162239341903,06037238000
1951,6037238100.000000000000000,30.000000000000000,28.000000000000000,7.250000000000000,7.000000000000000,0.040838112389559,0.000095957978257,06037238100
1952,6037238200.000000000000000,30.000000000000000,30.000000000000000,7.250000000000000,7.500000000000000,0.042495249084942,0.000100140621782,06037238200
1953,6037238310.000000000000000,46.000000000000000,46.000000000000000,9.000000000000000,9.000000000000000,0.029213389753131,0.000038732548488,06037238310
1954,6037238320.000000000000000,31.333333333333332,32.000000000000000,7.666666666666667,8.000000000000000,0.030214896221651,0.000045676615049,06037238320
1955,6037238400.000000000000000,23.000000000000000,24.500000000000000,6.500000000000000,7.000000000000000,0.049510115173991,0.000126946990889,06037238400
1956,6037239201.000000000000000,38.000000000000000,36.000000000000000,8.333333333333334,8.000000000000000,0.026608513237903,0.000043892886221,06037239201
1957,6037239202.000000000000000,42.666666666666664,35.000000000000000,8.666666666666666,8.000000000000000,0.049430861885740,0.000124460403806,06037239202
1958,6037239310.000000000000000,36.666666666666664,35.000000000000000,8.000000000000000,8.000000000000000,0.028833269386446,0.000052180668102,06037239310
1959,6037239320.000000000000000,35.500000000000000,35.500000000000000,8.000000000000000,8.000000000000000,0.024221098618094,0.000033860549952,06037239320
1960,6037239330.000000000000000,40.500000000000000,40.500000000000000,8.500000000000000,8.500000000000000,0.041296491229614,0.000095562249329,06037239330
1961,6037239501.000000000000000,43.666666666666664,41.000000000000000,8.333333333333334,8.000000000000000,0.033446327336790,0.000046261282697,06037239501
1962,6037239502.000000000000000,33.333333333333336,31.000000000000000,8.000000000000000,8.000000000000000,0.034114150304566,0.000049840045966,06037239502
1963,6037239601.000000000000000,32.500000000000000,32.500000000000000,7.500000000000000,7.500000000000000,0.030094251578568,0.000041195665572,06037239601
1964,6037239602.000000000000000,41.000000000000000,41.000000000000000,8.500000000000000,8.500000000000000,0.029218788560304,0.000034931493070,06037239602
1965,6037239701.000000000000000,44.500000000000000,44.500000000000000,8.500000000000000,8.500000000000000,0.029811718920177,0.000039963694433,06037239701
1966,6037239702.000000000000000,36.750000000000000,38.000000000000000,7.750000000000000,8.000000000000000,0.031389716301445,0.000047431817040,06037239702
1967,6037239801.000000000000000,40.000000000000000,35.000000000000000,8.333333333333334,8.000000000000000,0.031747109459527,0.000036166307210,06037239801
1968,6037239802.000000000000000,38.000000000000000,37.500000000000000,8.500000000000000,8.500000000000000,0.035286334024466,0.000059446603808,06037239802
1969,6037240010.000000000000000,42.333333333333336,42.000000000000000,8.666666666666666,9.000000000000000,0.038817732895269,0.000057394211444,06037240010
