OBJECTID,CT20,LABEL,Shape__Area,Shape__Length
548,201401,2014.01,1911762.375,5706.54464180135
549,201402,2014.02,2836104.6484375,7003.31146754424
550,201501,2015.01,1292282.98828125,5314.11406706783
551,201503,2015.03,642148.140625,3390.80331918969
552,201504,2015.04,538294.49609375,3548.95326076332
553,201601,2016.01,789606.9921875,4100.2172708313
554,201602,2016.02,1557276.40234375,6979.88072862525
555,201700,2017.00,2470872.0234375,7857.14884007564
556,203100,2031.00,960277.97265625,4361.17449000352
557,203200,2032.00,753530.58984375,3760.48477102899
558,203300,2033.00,2179135.03515625,5748.91366557652
559,203500,2035.00,2423951.18359375,6960.94692075913
560,203601,2036.01,481918.80859375,4804.45540428624
561,203602,2036.02,326267.81640625,2713.76411204807
562,203710,2037.10,411923.1796875,2806.91277406647
563,203720,2037.20,468796.64453125,2932.94459267728
564,203800,2038.00,711652,3482.75221410584
565,203900,2039.00,650920.03515625,4491.58520951857
566,204110,2041.10,881506.234375,3758.32608791791
567,204120,2041.20,384514.0078125,2568.47253167198
568,204200,2042.00,439794.2890625,2806.72317790092
569,204300,2043.00,939461.828125,4009.62683548634
570,204410,2044.10,433502.9765625,2801.66627245603
571,204420,2044.20,441049.5703125,2820.81787961034
572,204600,2046.00,850357.15234375,4512.34364349541
573,204700,2047.00,1475838.0703125,4912.48675657688
574,204810,2048.10,1124031.09375,4408.84834118257
575,204820,2048.20,467231.0859375,3071.55465888215
576,204910,2049.10,756507.94921875,3543.55238646714
577,204920,2049.20,1327654.4140625,4710.78034154596
578,205110,2051.10,418812.54296875,3396.38888850216
579,205120,2051.20,2138712.5703125,7384.27610364197
580,206010,2060.10,2101911.56640625,7762.70833205801
581,206020,2060.20,1275889.91015625,4431.09293006659
582,206050,2060.50,2605117.25,9408.8378069558
583,206051,2060.51,5433614.578125,11046.4820145052
584,206052,2060.52,1349891.0234375,4965.84420944483
585,206053,2060.53,858886.62890625,3984.49670873083
586,206054,2060.54,611510.99609375,3440.00539887207
587,206201,2062.01,293271.875,2557.65982557675
588,206202,2062.02,551810.69921875,3562.69817324422
589,206301,2063.01,197767.84765625,1821.09795599911
590,206302,2063.02,67780.86328125,1329.09428228748
591,206303,2063.03,634795.96484375,3913.26273188131
592,207101,2071.01,438488.21875,2844.53946394162
593,207102,2071.02,606241.125,3651.33769370427
594,207103,2071.03,473500.01171875,3545.80626571928
595,207303,2073.03,258464.6875,2053.50246949048
596,207304,2073.04,73474.578125,1274.7716222643
597,207305,2073.05,296114.953125,3044.39108885332
598,207306,2073.06,235656.80078125,2080.4776100528
599,207307,2073.07,71347.55859375,1072.22826957962
600,207308,2073.08,67042.640625,1037.0107351259
601,207400,2074.00,1269816.55078125,5588.74999975567
602,207501,2075.01,196192.01171875,1803.18403123607
603,207502,2075.02,611020.1328125,3371.72754332432
604,207711,2077.11,1013316.45703125,5429.49370226316
605,207712,2077.12,594732.03125,3476.52468647452
606,207901,2079.01,296814.42578125,2528.80352483326
607,207902,2079.02,1021673.78125,4112.77902446234
608,208001,2080.01,841332.8515625,4295.70297417877
609,208002,2080.02,577313.78515625,3508.69087725836
610,208301,2083.01,135783.31640625,1910.01649603955
611,208302,2083.02,642709.37890625,3632.52172657722
612,208401,2084.01,335512.46875,2316.49215871591
613,208402,2084.02,497825.11328125,3176.43217001886
614,208501,2085.01,355344.97265625,2416.65577430659
615,208502,2085.02,381356.41796875,2497.2027678256
616,208610,2086.10,511575.92578125,3048.65962185623
617,208620,2086.20,473854.23828125,3021.34801298605
618,208710,2087.10,248905.05078125,2082.16669752365
619,208720,2087.20,240641.265625,2551.06776423369
620,208801,2088.01,392130.578125,2875.3823452714
621,208802,2088.02,308942.40234375,2837.63196699384
622,208902,2089.02,268817.640625,2084.19125255592
623,208903,2089.03,232667.83203125,2594.57577836761
624,208904,2089.04,163747.859375,1682.05021572061
625,209103,2091.03,181136.4921875,1729.6691886735
626,209104,2091.04,102184.71875,1415.29225862129
627,209105,2091.05,121561.47265625,1478.90031117413
628,209106,2091.06,323679.8359375,2304.49097262462
629,209201,2092.01,245614.109375,2069.31730181432
630,209202,2092.02,354935.484375,2422.16344247879
631,209300,2093.00,447334.3828125,2919.10053209715
632,209401,2094.01,314998.51171875,2346.89516023248
633,209402,2094.02,198965.08203125,1786.62537928753
634,209403,2094.03,201831.85546875,1798.54033711097
635,209510,2095.10,266509.88671875,2139.69652892396
636,209520,2095.20,337599.99609375,2381.99710128263
637,209810,2098.10,218798.9140625,1995.52116714542
638,209820,2098.20,261540.546875,2095.73549911241
639,210010,2100.10,597200.12109375,3280.3524370715
640,211000,2110.00,3881413.38671875,9270.88857667535
641,211121,2111.21,312574.5078125,2799.11722742776
642,211122,2111.22,534121.8203125,3050.48793736303
643,211123,2111.23,251302.1875,2501.03505863453
644,211124,2111.24,577117.69921875,3012.92347748214
645,211201,2112.01,203642.65625,1811.41931260814
646,211202,2112.02,261796.46875,2048.09199438957
647,211310,2113.10,210302.828125,1841.91078893261
648,211320,2113.20,272154.6015625,2090.39214243156
649,211410,2114.10,395662.2578125,2766.19134783046
650,211420,2114.20,556809.32421875,3094.3757829725
651,211500,2115.00,1328208.36328125,4826.37000980946
652,211701,2117.01,951780.1640625,3881.75925917401
653,211703,2117.03,268969.30859375,2098.70261343825
654,211704,2117.04,270170.12890625,2117.09194612506
655,211802,2118.02,475371.57421875,2922.30207784612
656,211803,2118.03,203840.66796875,1811.38480945678
657,211804,2118.04,271673.48046875,2089.37965865065
658,211910,2119.10,201558.296875,1802.0248792881
659,211921,2119.21,135377.76171875,1530.66354310738
660,211922,2119.22,135711.71484375,1531.84050267551
661,212101,2121.01,271382.1328125,2088.52763214084
662,212102,2121.02,202555.109375,1806.45326444775
663,212202,2122.02,301563.44921875,2385.67088080502
664,212203,2122.03,155287.80859375,1659.21594504646
665,212204,2122.04,311396.09765625,2264.84316034017
666,212303,2123.03,227352.4609375,1923.23309702296
667,212304,2123.04,300427.078125,2322.43507121349
668,212305,2123.05,157825.36328125,1605.70793320922
669,212306,2123.06,236501.65625,1958.05230575758
670,212410,2124.10,229603.02734375,2045.04261584984
671,212420,2124.20,209522.87890625,1825.60824899791
672,212501,2125.01,116254.75,1402.05286558259
673,212502,2125.02,416404.8671875,3043.51338594875
674,212610,2126.10,521691.58203125,3083.04133545596
675,212620,2126.20,421546.40234375,2925.47902503248
676,212701,2127.01,685875.25390625,3936.55856777407
677,212702,2127.02,1286263.13671875,4962.0949971477
678,212800,2128.00,1140979.7109375,4322.50571102343
679,212900,2129.00,545607.890625,3296.48936747717
680,213100,2131.00,784280.46875,3870.34727070863
681,213201,2132.01,489163.18359375,3021.11556362191
682,213202,2132.02,493471.20703125,2996.34515098864
683,213310,2133.10,455768.45703125,2884.62128186027
684,213320,2133.20,454820.46484375,2894.00761296345
685,213401,2134.01,286397.6640625,2328.44392557567
686,213402,2134.02,572228.7734375,3058.65736556877
687,214000,2140.00,1478049.9765625,4921.83854779675
688,214100,2141.00,1619401.34375,5207.29045610744
689,214400,2144.00,503053.37890625,2930.31053739997
690,214501,2145.01,1095429.94140625,5452.49497145005
691,214503,2145.03,339391.37890625,2573.30262229967
692,214504,2145.04,195489.515625,2274.74665714226
693,214505,2145.05,181713.69140625,2641.45477179286
694,214600,2146.00,849184.81640625,3724.62244362891
695,214700,2147.00,866815.53515625,3766.21227753535
696,214800,2148.00,839960.55078125,4144.31072030119
697,214902,2149.02,739359.21875,3589.99367660768
698,214903,2149.03,197459.1328125,2057.68708049214
699,214904,2149.04,255882.3203125,2051.34182947861
700,215101,2151.01,518521.3671875,3778.20272801514
701,215102,2151.02,376525.8828125,3017.8856725594
702,216100,2161.00,985936.203125,4123.68648766868
703,216201,2162.01,674644.87890625,3834.42977805367
704,216202,2162.02,733976.17578125,3760.67211636312
705,216301,2163.01,823656.50390625,4190.97119552978
706,216302,2163.02,1035582.81640625,4177.77277760774
707,216401,2164.01,597696.921875,3175.65394727645
708,216402,2164.02,329851.06640625,2335.03743038192
709,216700,2167.00,1136029.515625,4313.94525849465
710,216800,2168.00,1080558.828125,4252.02232151662
711,216901,2169.01,1026814.39453125,4449.73813165117
712,216902,2169.02,571613.78515625,3376.40692945944
713,217001,2170.01,801071.171875,4032.50972353018
714,217002,2170.02,1126406.84765625,4251.06702959116
715,217101,2171.01,578133.39453125,3445.74720705358
716,217102,2171.02,732983.89453125,3500.21212081659
717,217200,2172.00,1342137.1015625,5523.17077356362
718,218110,2181.10,874057.11328125,4697.30746212058
719,218120,2181.20,650066.55859375,3273.97976492914
720,218210,2182.10,567221.3359375,3230.52564651284
721,218220,2182.20,982334.7265625,4301.0011309165
722,218300,2183.00,1315251.30859375,6371.19715970898
723,218400,2184.00,958666.1875,4484.41966932777
724,218500,2185.00,763911.3828125,4066.66951245881
725,218600,2186.00,628675.75,3308.46189749328
726,218701,2187.01,802813.84765625,3932.47471382802
727,218702,2187.02,525038.12109375,3783.84032495308
728,218800,2188.00,600971.21875,3313.69752057361
729,218900,2189.00,1026797.84765625,4234.78145062951
730,219010,2190.10,643464.59375,3450.95460685418
731,219020,2190.20,1060246.08984375,4137.16302374187
732,219300,2193.00,951352.7578125,4139.72862955863
733,219500,2195.00,813720.56640625,3836.15052222917
734,219700,2197.00,1594583.3359375,6112.91107066458
735,219800,2198.00,651201.7265625,3590.50312856128
736,219901,2199.01,766157.8125,3711.57284760887
737,219902,2199.02,1168159.94921875,4891.38311150975
738,220000,2200.00,1418416.48828125,4705.56688976292
739,220100,2201.00,1431497.53125,6236.65245842879
740,221110,2211.10,342022.98828125,2549.32035616448
741,221120,2211.20,463577.85546875,2770.20651787837
742,221210,2212.10,523881.125,3102.61428755624
743,221220,2212.20,962806.89453125,3878.05925278415
744,221302,2213.02,674761.33203125,3746.30681230734
745,221303,2213.03,341635.09765625,2387.90762860316
746,221304,2213.04,331829.1484375,2321.94113396854
747,221401,2214.01,791662.79296875,3543.22007664241
748,221402,2214.02,777154.890625,4726.8840209392
749,221500,2215.00,555786.8828125,3085.30951534395
750,221601,2216.01,539985.0390625,3054.14717659013
751,221602,2216.02,763253.6484375,4414.59950639813
752,221710,2217.10,478795.31640625,2984.46741681665
753,221810,2218.10,444234.47265625,2751.66402785557
754,221820,2218.20,298158.78515625,2150.82180825482
755,221900,2219.00,598454.40234375,3924.59589593738
756,222001,2220.01,692286.43359375,3369.11878938215
757,222002,2220.02,956927.23046875,3991.87690877095
758,222100,2221.00,699042.3515625,3857.14528778743
759,222200,2222.00,703382.77734375,3874.28009780834
760,222500,2225.00,952195.8984375,3905.55510662335
761,222600,2226.00,951429.19140625,3897.86083712041
762,222700,2227.00,1199413.43359375,5017.63820879652
763,224010,2240.10,1212292.5234375,5117.24135486352
764,224020,2240.20,1798816.74609375,5608.30751661776
765,224200,2242.00,537576.00390625,3183.26262455496
766,224310,2243.10,263987.625,2492.25184232964
767,224320,2243.20,424544.62890625,3112.34063562288
768,224410,2244.10,661704.171875,3880.01445380874
769,224420,2244.20,523543.0078125,3304.95002651586
770,224600,2246.00,1049201.5390625,4124.33202214344
771,224701,2247.01,343723.87890625,2791.01612717176
772,224702,2247.02,577325.54296875,3611.35428310352
773,226001,2260.01,1510215.60546875,7019.06088357649
774,226002,2260.02,3749150.46484375,7880.84824359265
775,226410,2264.10,412275.5234375,2623.75704929951
776,226420,2264.20,623069.5,3232.35081109571
777,226701,2267.01,548830.5546875,3380.6478556892
778,226702,2267.02,593347.0234375,4437.68658836051
779,227010,2270.10,845206.7421875,4363.19503798681
780,227020,2270.20,642214.4921875,3374.40722844069
781,228100,2281.00,1463277.39453125,5631.43792659801
782,228210,2282.10,599695.171875,3381.83731973941
783,228220,2282.20,534251.75,3349.53157238978
784,228310,2283.10,797093.96875,4141.37699752818
785,228320,2283.20,491708.98828125,3758.25049958907
786,228410,2284.10,405214.75390625,2616.86486104754
787,228420,2284.20,404693.11328125,2917.97350784184
788,228500,2285.00,654830.69140625,3392.38380650805
789,228600,2286.00,768717.609375,3529.90157488125
790,228710,2287.10,590433.26171875,3410.98550138687
791,228720,2287.20,589504.4765625,3406.48959039405
792,228800,2288.00,1231776.234375,4551.62258307651
793,228900,2289.00,751730.6484375,3552.45968922715
794,229100,2291.00,692658.18359375,3366.82341565702
795,229200,2292.00,650054.953125,3284.75275676892
796,229300,2293.00,733562.1640625,3512.77936404969
797,229410,2294.10,791060.67578125,3572.23592303244
798,229420,2294.20,851924.15234375,3699.57095844017
799,231100,2311.00,1304576.0546875,4756.48567039115
800,231210,2312.10,467919.8046875,2919.28104935109
801,231220,2312.20,1408326.44140625,4849.37080661845
802,231301,2313.01,341339.5390625,2608.95823171052
803,231302,2313.02,617974.359375,3919.67583254679
804,231400,2314.00,906172.796875,3811.29765089179
805,231500,2315.00,1341017.5234375,4709.73185611269
806,231601,2316.01,465952.19921875,2893.65159120589
807,231602,2316.02,459569.76171875,2880.48006158663
808,231603,2316.03,467229.21484375,2898.66150545702
809,231710,2317.10,472367.4375,2925.94676497613
810,231720,2317.20,688948.0703125,3359.2852302559
811,231800,2318.00,759001.5234375,3510.57919801958
812,231901,2319.01,357008.71875,2441.9441504056
813,231902,2319.02,472726.4296875,3660.87400735401
814,232110,2321.10,554324.83203125,3237.88445067503
815,232120,2321.20,761223.09765625,3583.5478174021
816,232200,2322.00,762829.09765625,3996.85670428613
817,232300,2323.00,917084.1953125,4247.32947517935
818,232401,2324.01,830977.5078125,4385.34549992865
819,232402,2324.02,792395.94140625,4146.92049456018
820,232500,2325.00,1119580.125,4400.3361375807
821,232601,2326.01,384813.3984375,2579.56307260598
822,232602,2326.02,775005.08984375,3534.76022933083
823,232701,2327.01,404664.3046875,2634.32089144843
824,232702,2327.02,661707.41796875,3259.94535027582
825,232800,2328.00,622212.39453125,3209.28528134959
826,234001,2340.01,988143.609375,5776.65389889755
827,234002,2340.02,823825.453125,4882.29361472267
828,234200,2342.00,1288334.484375,4797.50692326634
829,234301,2343.01,735251.21875,3472.64746685487
830,234302,2343.02,534394.90234375,3410.75756886878
831,234501,2345.01,1096537.125,4689.26380902562
832,234502,2345.02,794752.77734375,4288.72818861128
833,234600,2346.00,1901470.76171875,6560.59866285965
834,234700,2347.00,1082069.85546875,5453.18449855786
835,234800,2348.00,953823.42578125,3906.51833635402
836,234901,2349.01,474459.8515625,2922.59204050749
837,234902,2349.02,652792.17578125,3666.94153648867
838,235100,2351.00,1722542.20703125,6677.8467399969
839,235201,2352.01,951346.875,3925.15170244462
840,235202,2352.02,1235971.42578125,4865.3825867908
841,236001,2360.01,3212598.14453125,10347.849688731
842,236101,2361.01,923088.328125,4318.63165216472
843,236102,2361.02,722621.16796875,4382.07453046595
844,236203,2362.03,495187.88671875,3987.62462307845
845,236204,2362.04,335412.5703125,2467.56492998145
846,236205,2362.05,243671.7109375,2235.99476956851
847,236206,2362.06,401215.55078125,3582.39190422027
848,236400,2364.00,1912900.3359375,7122.96483354946
849,237101,2371.01,917090.45703125,3809.99974225592
850,237102,2371.02,670697.19921875,3318.18173208261
851,237201,2372.01,661134.6484375,3272.24471665765
852,237202,2372.02,1616380.4140625,5294.12801246668
853,237300,2373.00,1454537.82421875,4951.3835097294
854,237401,2374.01,752438.3125,3520.0078677356
855,237402,2374.02,759904.98046875,3543.17117322744
856,237500,2375.00,491789.90234375,3036.91045924085
857,237600,2376.00,734411.46484375,3486.43080766766
858,237710,2377.10,630139.55859375,3455.24453785932
859,237720,2377.20,474044.57421875,3209.09172203499
860,237800,2378.00,1417985.3671875,4834.48785851348
861,237900,2379.00,1427298.77734375,4878.99794499628
862,238000,2380.00,2423519.56640625,7777.86316624089
863,238100,2381.00,1431809.14453125,4876.73985333141
864,238200,2382.00,1496133.75,5106.20590453825
865,238310,2383.10,578723.26171875,3421.29558971584
866,238320,2383.20,682449.328125,3558.580618745
867,238400,2384.00,1894110.8671875,5844.16754074766
868,239201,2392.01,655978.81640625,3272.55098813874
869,239202,2392.02,1860057.515625,5836.34624073838
870,239310,2393.10,779773.08203125,3563.57401746379
871,239320,2393.20,506002.7265625,3050.66295417292
872,239330,2393.30,1428052.70703125,4944.07524870571
873,239501,2395.01,691273.359375,3887.25730793694
874,239502,2395.02,744712.015625,3977.58205333276
875,239601,2396.01,615575.125,3527.48040974698
876,239602,2396.02,521950.6640625,3409.40526778213
877,239701,2397.01,597118.734375,3488.44556968532
878,239702,2397.02,708671.48828125,3699.93874085339
879,239801,2398.01,540380.20703125,3660.289692411
880,239802,2398.02,888187.1640625,4135.74343741782
881,240010,2400.10,857393.3515625,4487.63589910621
882,240020,2400.20,1048827.35546875,4722.73434970504
883,240200,2402.00,1088218.359375,4154.14135443469
884,240301,2403.01,683278.97265625,3394.68423712259
885,240302,2403.02,502160.5859375,2965.28941545747
886,240401,2404.01,1009717.2734375,4161.02662192997
887,240402,2404.02,875945.2578125,4091.1750343531
888,240500,2405.00,1183721.8125,4513.5410938085
889,240600,2406.00,984619.8828125,4157.16816530415
890,240700,2407.00,1739605.7890625,5505.559387206
891,240800,2408.00,929960.09375,4973.41746549734
892,240901,2409.01,511439.41796875,4088.53654899702
893,240902,2409.02,1047514.68359375,4709.86644298648
894,241001,2410.01,1319573.34375,6655.22096094735
895,241002,2410.02,1029670.78515625,4781.9773415972
896,241110,2411.10,708776.55078125,3877.83363118307
897,241120,2411.20,966661.34375,4271.31983166208
898,241201,2412.01,707760.13671875,3741.27863155435
899,241202,2412.02,1694111.33203125,5162.08307076603
900,241300,2413.00,760288.7109375,3659.75126925032
901,241400,2414.00,834078.9140625,4024.68593601255
902,242000,2420.00,935055.34765625,3899.51515815946
903,242100,2421.00,669566.93359375,3328.63704069559
904,242201,2422.01,596805.88671875,3115.4810250558
905,242202,2422.02,587991.5859375,4160.42961808397
906,242300,2423.00,917884.73828125,4236.998843049
907,242600,2426.00,693217.54296875,3366.29902108978
908,242700,2427.00,1478633.69140625,5289.05032061994
909,243001,2430.01,504827.56640625,3029.74672832644
910,243002,2430.02,570630.3359375,3213.14416445176
911,243100,2431.00,853472.18359375,3885.09691493161
912,261102,2611.02,11566900.3007813,20961.629226576
913,261103,2611.03,3042442.1953125,10259.2400129108
914,261104,2611.04,6111391.84765625,18578.5186994193
915,261200,2612.00,11101033.9257813,21982.8211815502
916,262100,2621.00,12821949.6875,25930.1731556157
917,262200,2622.00,12528138.9648438,19270.8346677587
918,262301,2623.01,19091957.8398438,27479.6589105501
919,262302,2623.02,4476449.83984375,11955.6366566965
920,262303,2623.03,3819228.671875,10774.0053879812
921,262400,2624.00,16472348.3125,27700.9198870076
922,262501,2625.01,2392622.11328125,7341.45397728731
923,262601,2626.01,5289912.55078125,13057.9516158008
924,264000,2640.00,2725066.97265625,8448.91727262156
925,264102,2641.02,579108.953125,3778.40875824527
926,264103,2641.03,336682.3125,2713.5992720985
927,264303,2643.03,316110.75,2476.44162217277
928,264304,2643.04,297489.5703125,2672.10282184132
929,264305,2643.05,1926187.5703125,7158.18739661329
930,264306,2643.06,520751.3515625,3348.2374368402
931,265100,2651.00,3450357.73046875,8993.69031695209
932,265201,2652.01,641080.03515625,4383.55527449736
933,265203,2652.03,452895.76171875,3124.23361214697
934,265204,2652.04,387501.46875,2768.81484739153
935,265301,2653.01,2331577.30078125,7553.29744521771
936,265303,2653.03,216214.44921875,2120.80500483767
937,265304,2653.04,191360.609375,2170.44858864381
938,265306,2653.06,136222.05078125,1702.1456402928
939,265307,2653.07,317810.9140625,2890.31948838051
940,265410,2654.10,1037953.73046875,5920.9779307295
941,265420,2654.20,1067589.80859375,4547.22425769553
942,265521,2655.21,191319.47265625,2060.06589898076
943,265522,2655.22,368757.57421875,2903.70911660441
944,265523,2655.23,494312.60546875,2816.30902177421
945,265524,2655.24,626103.1171875,3290.31698441447
946,265601,2656.01,910066.69140625,4223.45462774091
947,265602,2656.02,490651.9921875,3417.56847807581
948,265701,2657.01,1252920.515625,5736.89696093639
949,265702,2657.02,548375.4453125,3233.19518904668
950,267101,2671.01,707397.05078125,3454.05655299257
951,267102,2671.02,904858.9609375,3944.32242090499
952,267201,2672.01,875879.78125,3900.03246809067
953,267202,2672.02,840966.32421875,3759.57436943208
954,267300,2673.00,628315.25390625,3195.63775669997
955,267403,2674.03,342013.625,2896.37497684854
956,267404,2674.04,415344.58984375,2715.63076997844
957,267405,2674.05,311991.89453125,2257.66171956228
958,267406,2674.06,314151.80078125,2327.81184614937
959,267502,2675.02,634646.171875,3286.98167192978
960,267503,2675.03,288439.609375,2255.78969831204
961,267504,2675.04,374205.671875,2555.52695096587
962,267600,2676.00,1857264.8359375,5598.27080080796
963,267700,2677.00,1189365.84375,4490.08387455881
964,267800,2678.00,1680715.71875,5482.75401518271
965,267901,2679.01,1627679.71484375,5609.02234247838
966,267902,2679.02,1136183.97265625,4736.91657801309
967,269000,2690.00,3350207.2109375,11104.1059512122
968,269100,2691.00,1225695.12109375,4589.59740787727
969,269300,2693.00,3224513.953125,7491.1706199237
970,269500,2695.00,2021109.6796875,6652.63002065552
971,269601,2696.01,487160.85546875,2790.68113849867
972,269602,2696.02,424298.26171875,2699.34373768886
973,269700,2697.00,1310395.5234375,5437.78877145698
974,269800,2698.00,681820.91015625,4429.55263967088
975,269903,2699.03,407710.38671875,2815.59169197506
976,269905,2699.05,342130.65625,3017.29129240898
977,269906,2699.06,303566.5078125,2748.00057832493
978,269907,2699.07,404009.3046875,2807.8141767145
979,269908,2699.08,244421.3515625,2431.22725393201
980,269909,2699.09,247971.30859375,2199.1080084628
981,270101,2701.01,546356.9765625,4434.87280314857
982,270102,2701.02,286531.75390625,2807.89375783165
983,270200,2702.00,1115532.203125,5270.46594430603
984,270300,2703.00,1425742.75390625,5033.91563032617
985,271100,2711.00,1174224.30859375,5205.34347503144
986,271200,2712.00,765281.69921875,5029.61941226035
987,271300,2713.00,2142775.9765625,7114.74696545098
988,271400,2714.00,1676419.65625,5340.37644821229
989,271500,2715.00,1327984.63671875,4809.00848647559
990,271600,2716.00,1321391.5859375,4629.30196521159
991,271702,2717.02,1031168.7421875,4908.23160120629
992,271703,2717.03,661619.3046875,4506.18764792336
993,271704,2717.04,793658.86328125,4369.30317934397
994,271801,2718.01,695220.3515625,3527.00568986223
995,271803,2718.03,328706.76953125,2334.94334500325
996,271804,2718.04,507444.015625,3714.75103966931
997,271901,2719.01,956350.35546875,3940.50913721261
998,271902,2719.02,1348382.4921875,4694.01017311075
999,272100,2721.00,1749493.48046875,5454.44709965783
1000,272201,2722.01,366834.73828125,2423.41002158651
1001,272202,2722.02,449814.76171875,3206.89999172385
1002,272301,2723.01,876592.77734375,4664.67138541537
1003,272302,2723.02,731644.19921875,3900.94517247677
1004,273100,2731.00,1712116.72265625,5714.97901977509
1005,273200,2732.00,936272.125,4236.80844680882
1006,273300,2733.00,834614.34375,4132.02368068777
1007,273404,2734.04,315406.91796875,2705.42259114513
1008,273600,2736.00,858493.87890625,3961.88462277457
1009,273700,2737.00,1006933.5859375,4050.92913361373
1010,273800,2738.00,1080729.27734375,6075.85662728028
1011,274100,2741.00,915825.36328125,5262.67505333916
1012,275101,2751.01,501695.4921875,3776.34576270606
1013,275102,2751.02,909005.19921875,4507.60933529957
1014,275200,2752.00,676849.0390625,3874.39152430395
1015,275311,2753.11,1884019.7578125,6319.39041187017
1016,275312,2753.12,1187339.17578125,5287.84465119312
1017,275313,2753.13,1425318.20703125,5888.13847552278
1018,275400,2754.00,1095155.72265625,4811.8810764137
1019,275500,2755.00,1148837.72265625,4330.91932438434
1020,275603,2756.03,1484012.61328125,6230.22790519026
1021,275604,2756.04,2260240.484375,9393.55640463548
1022,275605,2756.05,1341393.58984375,6913.6507113292
1023,276000,2760.00,3408459.625,8327.0926027985
1024,276101,2761.01,455594.79296875,3790.94740691103
1025,276102,2761.02,954215.8671875,7580.35700149022
1026,276400,2764.00,1859734.51171875,5967.60952696422
1027,276500,2765.00,1737284.2734375,5657.42224351242
1028,276601,2766.01,3264240.80859375,8565.59837103404
1029,276605,2766.05,346506.71875,3019.93700659571
1030,276606,2766.06,316031.02734375,2700.49389005235
1031,276607,2766.07,696644.2109375,4184.86606684667
1032,276608,2766.08,524999.28125,3181.744447482
1033,277000,2770.00,3351052.3125,8047.70724256732
1034,277100,2771.00,1798596.33203125,5635.02122493598
1035,277200,2772.00,1513229.25,5593.69417614093
1036,277400,2774.00,909373.67578125,3795.29523470258
1037,278001,2780.01,2353039.7421875,9316.92671034588
1038,291110,2911.10,1035666.13671875,4264.9735303733
1039,291120,2911.20,1021080.78515625,4042.98031695146
1040,291130,2911.30,1879396.66796875,5828.74322326713
1041,291210,2912.10,1807639.34375,5773.84605292541
1042,291220,2912.20,1190213.21875,4530.615291177
1043,291300,2913.00,3492558.70703125,11609.6832099723
1044,292001,2920.01,4756436.6875,14185.4313576593
1045,292002,2920.02,680193.125,3404.30993771377
1046,293203,2932.03,675319.765625,3542.14407783001
1047,293204,2932.04,877996.87109375,4932.5736112813
1048,293205,2932.05,921501.6875,4199.23569427531
1049,293206,2932.06,604243.3046875,3361.944958571
1050,293301,2933.01,1211071.87890625,5236.75514699195
1051,293302,2933.02,1625049.90234375,5641.15474087129
1052,293304,2933.04,826696.52734375,3646.51611406962
1053,293306,2933.06,883774.7265625,4189.16775975112
1054,293307,2933.07,491413.5703125,3357.89772021506
1055,294110,2941.10,1422579.08203125,6128.59253173442
1056,294120,2941.20,2261069.31640625,6276.15696307632
1057,294200,2942.00,1383094.49609375,4727.24695305362
1058,294301,2943.01,1028694.07421875,4274.31107726393
1059,294302,2943.02,1219598.515625,5376.52544456079
1060,294410,2944.10,1193381.875,4597.89075935094
1061,294421,2944.21,972743.609375,6030.65156333905
1062,294510,2945.10,752172.20703125,3615.62701093727
1063,294520,2945.20,702609.15234375,3500.58906864
1064,294610,2946.10,1195716.90625,4389.41189029189
1065,294620,2946.20,1221541.83203125,4656.65140113123
1066,294701,2947.01,2545212.984375,7285.65432277822
1067,294810,2948.10,465056.81640625,2779.33165440617
1068,294820,2948.20,556517.72265625,3012.53086014146
1069,294830,2948.30,1285385.83984375,5025.82536292544
1070,294900,2949.00,935257.3046875,5004.03286853222
1071,295103,2951.03,2985339.3046875,9372.99558084546
1072,296210,2962.10,811358.34375,3525.03008532012
1073,296220,2962.20,777677.00390625,3522.06527982628
1074,296300,2963.00,1540115.51171875,6230.86311722498
1075,296401,2964.01,1432370.07421875,5219.95024803579
1076,296402,2964.02,1495229.98828125,6249.73687773038
1077,296500,2965.00,1316610.17578125,5097.98610804627
1078,296600,2966.00,1220702.3984375,4504.14747027597
1079,296901,2969.01,894839.07421875,4162.41708407934
1080,296902,2969.02,710212.453125,4403.76034124739
1081,297001,2970.01,990237.7109375,5462.03360357854
1082,297002,2970.02,1103892.65625,4558.85622059483
1083,297110,2971.10,706694.7890625,3362.74918519299
1084,297120,2971.20,617478.61328125,3706.32838023906
1085,297201,2972.01,585484.3984375,3038.63517449108
1086,297202,2972.02,834517.47265625,3663.8504113378
1087,297502,2975.02,1393722.37109375,6451.27476612082
1088,297602,2976.02,901419.7890625,4520.89718791406
1089,300301,3003.01,86.0546875,5395.49456498429
1090,300400,3004.00,13.375,623.714938290958
1091,300701,3007.01,0.27734375,121.987862604215
1092,300902,3009.02,43.05859375,3451.28636591984
1093,301000,3010.00,22.64453125,573.061588895348
1094,301601,3016.01,1090.65234375,1082.89696186541
1095,301602,3016.02,2160.9765625,2105.3194400334
1096,301702,3017.02,22053.9296875,1385.54377523861
1097,302102,3021.02,1855.55859375,4344.01937699765
1098,302104,3021.04,4.7734375,383.422133501214
1099,302401,3024.01,11.95703125,1553.908347975
1100,302505,3025.05,53.9921875,2224.24552195892
1101,302506,3025.06,163.7578125,3295.29022430541
1102,310100,3101.00,106.234375,3714.07527824074
